PairIndex,Drug1,Drug2,Conc1,Conc2,Response,ConcUnit,Sample
1,A22,DXR,16.0,4.0,96.4756182112318,ug/mL,PS_ATCC
1,A22,DXR,32.0,4.0,83.11516821678724,ug/mL,PS_ATCC
1,A22,DXR,0.0,8.0,96.00689457052572,ug/mL,PS_ATCC
1,A22,DXR,0.5,8.0,100.57534088947702,ug/mL,PS_ATCC
1,A22,DXR,1.0,8.0,100.80950740613159,ug/mL,PS_ATCC
1,A22,DXR,2.0,8.0,95.01550476628,ug/mL,PS_ATCC
1,A22,DXR,4.0,8.0,96.54024901027024,ug/mL,PS_ATCC
1,A22,DXR,8.0,8.0,99.7645437316947,ug/mL,PS_ATCC
1,A22,DXR,16.0,8.0,94.05644651376674,ug/mL,PS_ATCC
1,A22,DXR,32.0,8.0,79.68660314544827,ug/mL,PS_ATCC
1,A22,DXR,0.0,16.0,100.09200161002818,ug/mL,PS_ATCC
1,A22,DXR,0.5,16.0,93.05299539170507,ug/mL,PS_ATCC
1,A22,DXR,1.0,16.0,96.3235294117647,ug/mL,PS_ATCC
1,A22,DXR,2.0,16.0,96.813275149288,ug/mL,PS_ATCC
1,A22,DXR,4.0,16.0,93.80348015850227,ug/mL,PS_ATCC
1,A22,DXR,8.0,16.0,98.0927213190096,ug/mL,PS_ATCC
1,A22,DXR,16.0,16.0,92.6485802965858,ug/mL,PS_ATCC
1,A22,DXR,32.0,16.0,80.10133578995855,ug/mL,PS_ATCC
1,A22,DXR,0.0,32.0,96.97529438928655,ug/mL,PS_ATCC
1,A22,DXR,0.5,32.0,97.43592305671224,ug/mL,PS_ATCC
1,A22,DXR,1.0,32.0,97.89655172413794,ug/mL,PS_ATCC
1,A22,DXR,2.0,32.0,99.50554820904962,ug/mL,PS_ATCC
1,A22,DXR,4.0,32.0,95.46211729565168,ug/mL,PS_ATCC
1,A22,DXR,8.0,32.0,94.03653912443986,ug/mL,PS_ATCC
1,A22,DXR,16.0,32.0,96.04415823367066,ug/mL,PS_ATCC
1,A22,DXR,32.0,32.0,90.14043973753886,ug/mL,PS_ATCC
2,A22,DXR,0.0,0.0,100.0,ug/mL,PS
2,A22,DXR,0.5,0.0,103.74643505315014,ug/mL,PS
2,A22,DXR,1.0,0.0,100.53083595874153,ug/mL,PS
2,A22,DXR,2.0,0.0,96.9564841996201,ug/mL,PS
2,A22,DXR,4.0,0.0,93.85578583765111,ug/mL,PS
2,A22,DXR,8.0,0.0,86.33403769028419,ug/mL,PS
2,A22,DXR,16.0,0.0,63.896204827080005,ug/mL,PS
2,A22,DXR,32.0,0.0,10.459293792627124,ug/mL,PS
2,A22,DXR,0.0,0.0312,102.67675675675676,ug/mL,PS
2,A22,DXR,0.5,0.0312,106.0143239278626,ug/mL,PS
2,A22,DXR,1.0,0.0312,101.34773218142547,ug/mL,PS
2,A22,DXR,2.0,0.0312,99.97841105354058,ug/mL,PS
2,A22,DXR,4.0,0.0312,94.40945561211285,ug/mL,PS
2,A22,DXR,8.0,0.0312,84.43955664812177,ug/mL,PS
2,A22,DXR,16.0,0.0312,65.60276040543454,ug/mL,PS
2,A22,DXR,32.0,0.0312,8.905468345696049,ug/mL,PS
2,A22,DXR,0.0,0.0625,100.94030365769495,ug/mL,PS
2,A22,DXR,0.5,0.0625,101.98409267744447,ug/mL,PS
2,A22,DXR,1.0,0.0625,101.54650308868634,ug/mL,PS
2,A22,DXR,2.0,0.0625,100.88499395613883,ug/mL,PS
2,A22,DXR,4.0,0.0625,92.38037709798508,ug/mL,PS
2,A22,DXR,8.0,0.0625,86.04019320338105,ug/mL,PS
2,A22,DXR,16.0,0.0625,70.52558961755703,ug/mL,PS
2,A22,DXR,32.0,0.0625,10.164953795664564,ug/mL,PS
2,A22,DXR,0.0,0.125,100.36718648753727,ug/mL,PS
2,A22,DXR,0.5,0.125,101.94032424974128,ug/mL,PS
2,A22,DXR,1.0,0.125,100.73446815864511,ug/mL,PS
2,A22,DXR,2.0,0.125,97.88723266364225,ug/mL,PS
2,A22,DXR,4.0,0.125,96.88888888888887,ug/mL,PS
2,A22,DXR,8.0,0.125,91.08705067128628,ug/mL,PS
2,A22,DXR,16.0,0.125,81.97586400795882,ug/mL,PS
2,A22,DXR,32.0,0.125,69.3794770000863,ug/mL,PS
2,A22,DXR,0.0,0.25,99.98270868456318,ug/mL,PS
2,A22,DXR,0.5,0.25,101.50220150220149,ug/mL,PS
2,A22,DXR,1.0,0.25,101.05836105231324,ug/mL,PS
2,A22,DXR,2.0,0.25,99.06275644624887,ug/mL,PS
2,A22,DXR,4.0,0.25,96.13958560523444,ug/mL,PS
2,A22,DXR,8.0,0.25,87.0327203660537,ug/mL,PS
2,A22,DXR,16.0,0.25,67.00884192365753,ug/mL,PS
2,A22,DXR,32.0,0.25,8.874514877102198,ug/mL,PS
2,A22,DXR,0.0,0.5,101.35199343440888,ug/mL,PS
2,A22,DXR,0.5,0.5,100.2632828348224,ug/mL,PS
2,A22,DXR,1.0,0.5,100.23294939821406,ug/mL,PS
2,A22,DXR,2.0,0.5,98.46353042727665,ug/mL,PS
2,A22,DXR,4.0,0.5,95.0882047734348,ug/mL,PS
2,A22,DXR,8.0,0.5,90.96832657288338,ug/mL,PS
2,A22,DXR,16.0,0.5,65.36286318697924,ug/mL,PS
2,A22,DXR,32.0,0.5,9.085026530348129,ug/mL,PS
2,A22,DXR,0.0,1.0,99.15723052986431,ug/mL,PS
2,A22,DXR,0.5,1.0,100.81680280046675,ug/mL,PS
2,A22,DXR,1.0,1.0,101.39769638928433,ug/mL,PS
2,A22,DXR,2.0,1.0,98.96907216494844,ug/mL,PS
2,A22,DXR,4.0,1.0,96.45276830794458,ug/mL,PS
2,A22,DXR,8.0,1.0,88.58006042296073,ug/mL,PS
2,A22,DXR,16.0,1.0,67.02095484985958,ug/mL,PS
2,A22,DXR,32.0,1.0,69.05912818299524,ug/mL,PS
2,A22,DXR,0.0,2.0,99.29653446117992,ug/mL,PS
2,A22,DXR,0.5,2.0,103.49263912273882,ug/mL,PS
2,A22,DXR,1.0,2.0,101.27330801104972,ug/mL,PS
2,A22,DXR,2.0,2.0,99.42605618607863,ug/mL,PS
2,A22,DXR,4.0,2.0,95.70658036677455,ug/mL,PS
2,A22,DXR,8.0,2.0,87.83253567886862,ug/mL,PS
2,A22,DXR,16.0,2.0,69.47813700522293,ug/mL,PS
2,A22,DXR,32.0,2.0,8.484377697220783,ug/mL,PS
2,A22,DXR,0.0,4.0,99.94816862474084,ug/mL,PS
2,A22,DXR,0.5,4.0,101.71937100397443,ug/mL,PS
2,A22,DXR,1.0,4.0,102.11957694798186,ug/mL,PS
2,A22,DXR,2.0,4.0,101.02758948231943,ug/mL,PS
2,A22,DXR,4.0,4.0,95.7713052858684,ug/mL,PS
2,A22,DXR,8.0,4.0,91.7890723168248,ug/mL,PS
2,A22,DXR,16.0,4.0,83.79035057271778,ug/mL,PS
2,A22,DXR,32.0,4.0,29.39373002849987,ug/mL,PS
2,A22,DXR,0.0,8.0,101.67206740116657,ug/mL,PS
2,A22,DXR,0.5,8.0,103.78011331689807,ug/mL,PS
2,A22,DXR,1.0,8.0,103.96839105276794,ug/mL,PS
2,A22,DXR,2.0,8.0,101.24816446402349,ug/mL,PS
2,A22,DXR,4.0,8.0,96.5082653545686,ug/mL,PS
2,A22,DXR,8.0,8.0,92.27745864466809,ug/mL,PS
2,A22,DXR,16.0,8.0,84.02558672256559,ug/mL,PS
2,A22,DXR,32.0,8.0,66.04783697435455,ug/mL,PS
